district,Zone,Geographical Region,Disaster,region,village,Date,Source,Data Cards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses USD,Losses Local,Education centers,Hospitals,Damages in crops Ha.,Region
Morang,Kosi,Terai,FIRE,Eastern Region,Tankisinuwari,03/13/75,Gorkhapatra 1975-3-16 Y-74N-310,1,0,0,0,4,0,0,0,0,0,0,50000.0,0,0,0.0,Eastern
Myagdi,Dhawalagiri,Hill,LANDSLIDE,Western Region,,08/03/75,Gorkhapatra 1975-8-14Y-75N-100,1,7,0,6,0,6,0,0,0,0,0,0.0,0,0,0.0,Western
Kailali,Seti,Terai,HAIL STORM,Far Western Region,JANAKINAGAR,03/17/75,Gorkhapatra 1975-3-18 Y-74N-312,1,10,0,0,0,0,0,0,0,0,0,30000.0,0,0,0.0,Far-Western
Syangja,Gandaki,Hill,FLOOD,Western Region,PUTALIDHET NP,08/13/75,Gorkhapatra 1975-8-14Y-75N-100,1,0,0,0,0,3,0,5000,0,0,0,0.0,0,0,0.0,Western
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,KATHMANDU METROPOLITAN CITY,08/13/75,Gorkhapatra 1975-8-14Y-75N-100,1,0,0,0,0,2,0,0,0,0,0,90000.0,0,0,0.0,Central
Ilam,Mechi,Hill,EPIDEMIC,Eastern Region,NAMSALIN,03/17/75,Gorkhapatra 1975-3-18 Y-74N-312,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Kanchanpur,Mahakali,Terai,EPIDEMIC,Far Western Region,BAISI BICHAWA,08/21/75,Gorkhapatra 1975-8-22Y-75N-108,1,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kailali,Seti,Terai,EPIDEMIC,Far Western Region,RATANPUR,08/21/75,Gorkhapatra 1975-8-22Y-75N-108,1,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Morang,Kosi,Terai,FIRE,Eastern Region,Drabesha,02/13/75,Gorkhapatra 1975-3-19 Y74 N313,1,0,0,0,12,0,0,0,0,0,0,400.0,0,0,0.0,Eastern
Banke,Bheri,Terai,FLOOD,Mid-Western Region,HOLIA,08/25/75,Gorkhapatra 1975-8-26Y-75N-112,1,0,0,0,0,0,0,1230,0,0,0,0.0,0,0,273.0,Mid-Western
Gulmi,Lumbini,Hill,FLOOD,Western Region,RIMUWA,08/25/75,Gorkhapatra 1975-8-28Y-75N-114,1,9,0,8,25,0,0,0,0,0,0,0.0,0,0,0.0,Western
Rupandehi,Lumbini,Terai,FLOOD,Western Region,BUTAWAL_NP,08/28/75,Gorkhapatra 1975-8-29Y-75N-115,1,0,0,0,10,0,0,0,0,0,0,800000.0,0,0,0.0,Western
Syangja,Gandaki,Hill,LANDSLIDE,Western Region,MALUNGA,08/29/75,Gorkhapatra 1975-8-30Y-75N-116,1,0,1,6,0,3,0,0,0,0,0,0.0,0,0,0.0,Western
Jhapa,Mechi,Terai,THUNDERSTORM,Eastern Region,DHAIJAN,08/31/75,Gorkhapatra 1975-9-1Y-75N-118,1,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,KATHMANDU METROPOLITAN CITY,09/02/75,Gorkhapatra 1975-9-3Y-75N-120,1,0,6,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bardiya,Bheri,Terai,FLOOD,Mid-Western Region,BHIMMAPUR,08/26/75,Gorkhapatra 1975-9-4Y-75N-121,1,0,0,0,18,0,0,234,0,0,0,2000.0,0,0,56.0,Mid-Western
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,KATHMANDU METROPOLITAN CITY,09/03/75,Gorkhapatra 1975-9-5Y-75N-122,1,0,2,0,2,0,0,0,0,0,0,4000.0,0,0,0.0,Central
Dang,Rapti,Terai,STRONG WIND,Mid-Western Region,,09/03/75,Gorkhapatra 1975-9-5Y-75N-122,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Lalitpur,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,Lalitpur Municipality,09/03/75,Gorkhapatra 1975-9-5Y-75N-122,1,0,0,0,1,0,0,0,0,0,0,40000.0,0,0,0.0,Central
Dhanusa,Janakpur,Terai,EPIDEMIC,Central Region,Bashahiya,09/06/75,Gorkhapatra 1975-9-7Y-75N-124,1,14,0,0,0,0,0,150,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,PLAGUE,Central Region,,09/30/74,Gorkhapatra 1974-10-1 Y74 N148,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Mugu,Karnali,Mountain,LANDSLIDE,Mid-Western Region,SHRINAGAR,09/08/75,Gorkhapatra 1975-9-8Y-75N-125,1,0,0,0,10,0,0,60,0,0,0,0.0,0,0,0.0,Mid-Western
Dang,Rapti,Terai,THUNDERSTORM,Mid-Western Region,GOBARDIHA,09/09/75,Gorkhapatra 1975-9-11Y-75N-128,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Jumla,Karnali,Mountain,STRUCT.COLLAPSE,Mid-Western Region,BADKI,09/14/75,Gorkhapatra 1975-9-15Y-75N-132,1,2,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Arghakhanchi,Lumbini,Hill,FLOOD,Western Region,CHHATRAGANJ,08/25/75,Gorkhapatra 1975-9-16Y-75N-133,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kathmandu,Bagmati,Hill,FLOOD,Central Region,,09/30/74,Gorkhapatra 1974-10-3 ,1,6,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Arghakhanchi,Lumbini,Hill,STRUCT.COLLAPSE,Western Region,DHATIWAN,09/15/75,Gorkhapatra 1975-9-16Y-75N-133,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,KIRTIPUR MUNICIPALITY,09/14/75,Gorkhapatra 1975-9-16Y-75N-133,1,0,0,0,7,0,0,200,0,0,0,0.0,0,0,0.0,Central
Bara,Narayani,Terai,EPIDEMIC,Central Region,BHAWANPUR JITPUR,09/15/75,Gorkhapatra 1975-9-16Y-75N-133,1,4,0,0,0,0,0,40,0,0,0,0.0,0,0,0.0,Central
Syangja,Gandaki,Hill,BOAT CAPSIZE,Western Region,SAKHAR,09/17/75,Gorkhapatra 1975-9-19Y-75N-136,1,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Lalitpur,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,Lalitpur Municipality,09/17/75,Gorkhapatra 1975-9-19Y-75N-136,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dang,Rapti,Terai,THUNDERSTORM,Mid-Western Region,,10/02/74,Gorkhapatra 1974-10-3 Y74 N150,1,2,30,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Dhanusa,Janakpur,Terai,FIRE,Central Region,,03/19/75,Gorkhapatra 1975-3-20 Y-74 N-314,1,0,0,0,11,0,0,0,0,0,0,23000.0,0,0,0.0,Central
Chitawan,Narayani,Terai,BOAT CAPSIZE,Central Region,,09/19/75,Gorkhapatra 1975-9-20Y-75N-137,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Mahottari,Janakpur,Terai,PLAGUE,Central Region,Hathileta,09/23/75,Gorkhapatra 1975-9-24Y-75N-141,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,FIRE,Central Region,BANEPA MUNICIPALITY,03/19/75,Gorkhapatra 1975-3-20 Y74 N314,1,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0.0,Central
Nuwakot,Bagmati,Hill,FIRE,Central Region,KUMARI,10/02/74,Gorkhapatra 1974-10-02 Y74 N150,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bhaktapur,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,BHAKTAPUR NP,09/27/75,Gorkhapatra 1975-9-28Y-75N-145,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Terhathum,Kosi,Hill,LANDSLIDE,Eastern Region,Ishibu,09/29/75,Gorkhapatra 1975-9-30Y-75N-147,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Lalitpur,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,Bugmati,10/05/75,Gorkhapatra 1975-10-6Y-75N-153,1,1,0,0,0,0,0,0,0,0,0,25000.0,0,0,0.0,Central
Nuwakot,Bagmati,Hill,EARTHQUAKE,Central Region,,09/28/74,Gorkhapatra 1974-10-3 Y74 N150,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kanchanpur,Mahakali,Terai,FLOOD,Far Western Region,PARASAN,10/02/74,Gorkhapatra 1974-10-3 N74 Y150,1,0,0,0,0,0,0,1200,0,0,0,0.0,0,0,74.0,Far-Western
Sindhupalchok,Bagmati,Mountain,FIRE,Central Region,,10/05/75,Gorkhapatra 1975-10-6Y-75N-153,1,0,0,0,1,0,0,0,0,0,0,150000.0,0,0,0.0,Central
Terhathum,Kosi,Hill,LANDSLIDE,Eastern Region,Ishibu,09/05/75,Gorkhapatra 1975-10-7Y-75N-154,1,2,1,0,1,2,0,0,0,0,0,0.0,0,0,15.26,Eastern
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,KATHMANDU METROPOLITAN CITY,10/11/75,Gorkhapatra 1975-10-12Y-75N-159,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bhaktapur,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,BHAKTAPUR NP,10/12/75,Gorkhapatra 1975-10-14,1,0,6,0,40,0,0,240,0,0,0,0.0,0,0,0.0,Central
Makwanpur,Narayani,Hill,THUNDERSTORM,Central Region,,10/22/75,Gorkhapatra 1975-10-23Y-75N-167,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,PLAGUE,Central Region,HOKSE BAZAR,10/25/75,Gorkhapatra 1975-10-26Y-75N-170,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,SANKHU PUKHULCHHI,11/01/75,Gorkhapatra 1975-11-2Y-75N-177178,1,2,0,0,22,0,0,0,0,0,0,0.0,0,0,0.0,Central
Lalitpur,Bagmati,Hill,FIRE,Central Region,Lalitpur Municipality,11/30/75,Gorkhapatra 1975-12-1Y-75N-204,1,0,0,0,1,0,0,0,0,0,0,1000.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,,12/08/75,Gorkhapatra 1975-12-10Y-75N-213,1,0,0,0,1,0,0,0,0,0,0,27000.0,0,0,0.0,Central
Myagdi,Dhawalagiri,Hill,PLAGUE,Western Region,,10/02/74,Gorkhapatra 1974-10-04 Y74 N151,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Sindhupalchok,Bagmati,Mountain,EPIDEMIC,Central Region,Jyamire,03/22/75,Gorkhapatra 1975-3-23 Y74 N317,1,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kanchanpur,Mahakali,Terai,FLOOD,Far Western Region,PARASAN,10/04/74,Gorkhapatra 1974-10-5 N74 Y152,1,0,0,0,0,0,0,1200,0,0,0,0.0,0,0,135.0,Far-Western
Morang,Kosi,Terai,FIRE,Eastern Region,Drabesha,02/13/75,Gorkhapatra 1975-3-23 Y74 N317,1,0,2,0,13,0,0,0,0,0,0,400.0,0,0,0.0,Eastern
Sunsari,Kosi,Terai,FIRE,Eastern Region,Chhitaha,03/25/75,Gorkhapatra 1975-03-26 Y74 N320,1,0,0,0,10,0,0,0,0,0,0,70.0,0,0,0.0,Eastern
Sunsari,Kosi,Terai,FIRE,Eastern Region,,03/27/75,Gorkhapatra 1975-3-28 Y74 N322,1,1,0,0,16,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Bhojpur,Kosi,Hill,FIRE,Eastern Region,BOKHIM,03/27/75,Gorkhapatra 1975-3-28 Y74 N322,1,0,0,0,1,0,0,0,0,0,0,6000.0,0,0,0.0,Eastern
Dhanusa,Janakpur,Terai,FIRE,Central Region,Janakpur Municipality,03/27/75,Gorkhapatra 1975-3-28 Y74 N322,1,0,0,0,4,0,0,0,0,0,0,7500.0,0,0,0.0,Central
Makwanpur,Narayani,Hill,LANDSLIDE,Central Region,,10/05/74,Gorkhapatra 1974-10-6,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dhanusa,Janakpur,Terai,FLOOD,Central Region,Janakpur Municipality,10/04/74,Gorkhapatra 1974-10-7 Y74 N154,1,0,0,0,0,0,0,0,0,0,0,25000.0,0,0,0.0,Central
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,,03/30/75,Gorkhapatra 1975-3-31 Y75 N325,1,0,0,0,135,0,0,414,0,0,0,300.0,0,0,0.0,Eastern
Okhaldhunga,Sagarmatha,Hill,FLOOD,Eastern Region,,10/06/74,Gorkhapatra 1974-10-8 Y74 N155,1,0,0,0,1,86,0,6,0,0,0,141600.0,0,0,0.0,Eastern
Kavre,Bagmati,Hill,FLOOD,Central Region,,10/08/74,Gorkhapatra 1974-10-8,1,0,0,0,105,0,0,0,0,0,0,0.0,0,0,0.0,Central
Lalitpur,Bagmati,Hill,PLAGUE,Central Region,,10/08/74,Gorkhapatra 1974-10-8 Y74 N156,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Mustang,Dhawalagiri,Mountain,FIRE,Western Region,,03/28/75,Gorkhapatra 1975-3-28 Y74 N325,1,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dang,Rapti,Terai,THUNDERSTORM,Mid-Western Region,,06/27/73,Gorkhapatra 1973-7-1Y-73N-57,1,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Morang,Kosi,Terai,FLOOD,Eastern Region,Drabesha,07/02/73,Gorkhapatra 1973-7-2Y-73N-58,1,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Gulmi,Lumbini,Hill,STRUCT.COLLAPSE,Western Region,,07/03/73,Gorkhapatra 1973-7-4Y-73N-60,1,4,4,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Western
Ramechhap,Janakpur,Hill,EPIDEMIC,Central Region,Lakhanpur,10/10/74,Gorkhapatra 1974-10-10 Y74 N158,1,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,KATHMANDU METROPOLITAN CITY,10/10/74,Gorkhapatra 1974-10-11 Y74 N158,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Mahottari,Janakpur,Terai,FLOOD,Central Region,Bardibas,07/07/73,Gorkhapatra 1973-7-8Y-73N-64,1,0,0,0,40,0,0,7200,0,0,0,0.0,0,0,203.0,Central
Lamjung,Gandaki,Hill,FLOOD,Western Region,BHUJUNG,07/08/73,Gorkhapatra 1973-7-9Y-73N-65,1,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,07/09/73,Gorkhapatra 1973-7-10Y-73N-66,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Jumla,Karnali,Mountain,HAIL STORM,Mid-Western Region,,07/09/73,Gorkhapatra 1973-7-10Y-73N-66,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Makwanpur,Narayani,Hill,FLOOD,Central Region,,10/04/74,Gorkhapatra 1974-10-11 Y74 N158,1,10,0,0,934,540,0,0,0,0,0,0.0,0,0,0.0,Central
Makwanpur,Narayani,Hill,LANDSLIDE,Central Region,,10/10/74,Gorkhapatra 1974-10-14 Y74 N161,1,0,0,0,0,16,0,0,0,0,0,0.0,0,0,0.0,Central
Humla,Karnali,Mountain,STRUCT.COLLAPSE,Mid-Western Region,RODIKOT,10/10/74,Gorkhapatra 1974-10-14 Y74 N161,1,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Siraha,Sagarmatha,Terai,EPIDEMIC,Eastern Region,Pipra,10/12/74,Gorkhapatra 1974-10-14 Y74 N161,1,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Siraha,Sagarmatha,Terai,EPIDEMIC,Eastern Region,Pipra,10/12/74,Gorkhapatra 1974-10-14 Y74 N161,1,50,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Bara,Narayani,Terai,EPIDEMIC,Central Region,,10/17/74,Gorkhapatra 1974-10-18 Y74 N165,1,0,335,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Ilam,Mechi,Hill,LANDSLIDE,Eastern Region,CHISAPANI,10/17/74,Gorkhapatra 1974-10-18 Y74 N165,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Siraha,Sagarmatha,Terai,EPIDEMIC,Eastern Region,,10/18/74,Gorkhapatra 1974-10-19 Y74 N166,1,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Saptari,Sagarmatha,Terai,EPIDEMIC,Eastern Region,,10/18/74,Gorkhapatra 1974-10-19 Y74 N166,1,22,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Morang,Kosi,Terai,EPIDEMIC,Eastern Region,Biratnagar Municipality,10/23/74,Gorkhapatra 1974-10-23 Y74 N170,1,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,04/01/75,Gorkhapatra 1975-4-2 Y74 N327,1,0,0,0,1,0,0,0,0,0,0,6000.0,0,0,0.0,Central
Morang,Kosi,Terai,EPIDEMIC,Eastern Region,,10/27/74,Gorkhapatra 1974-10-37 Y74 N173,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Morang,Kosi,Terai,FIRE,Eastern Region,,03/30/75,Gorkhapatra 1975-4-2 Y74 N327,1,0,0,0,1,0,0,0,0,0,0,34000.0,0,0,0.0,Eastern
Surkhet,Bheri,Hill,FIRE,Mid-Western Region,,10/29/74,Gorkhapatra 1974-10-30 Y74 N174,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sindhupalchok,Bagmati,Mountain,EPIDEMIC,Central Region,Sipapokhare,11/04/74,Gorkhapatra 1974-11-5 Y74 N180,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kapilbastu,Lumbini,Terai,FIRE,Western Region,TAULIHAWA N.P.,03/21/75,Gorkhapatra 1975-4-2 Y74 N327,1,0,0,0,101,0,0,606,0,0,0,0.0,0,0,0.0,Western
Nawalparasi,Lumbini,Terai,FIRE,Western Region,,04/01/75,Gorkhapatra 1975-4-2 Y74 N327,1,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0.0,Western
Makwanpur,Narayani,Hill,FLOOD,Central Region,HETAUDA MUNICIPALITY,10/09/74,Gorkhapatra 1974-11-10 Y74 N185,1,0,0,0,0,0,0,0,0,0,0,60000.0,0,0,0.0,Central
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,,03/29/75,Gorkhapatra 1975-4-2 Y74 N327,1,0,0,0,375,0,0,714,0,0,0,800000.0,0,0,0.0,Eastern
Morang,Kosi,Terai,FIRE,Eastern Region,Biratnagar Municipality,11/19/74,Gorkhapatra 1974-11-19 Y74 N193,1,0,0,0,0,0,0,0,0,0,0,1200000.0,0,0,0.0,Eastern
Dhanusa,Janakpur,Terai,FIRE,Central Region,Digambarpur,11/19/74,Gorkhapatra 1974-11-19 Y74 N193,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,,11/24/74,Gorkhapatra 1974-11-26 Y74 N199,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,FIRE,Central Region,,04/03/75,Gorkhapatra 1975-4-4 Y74 N329,1,0,0,0,2,0,0,0,0,0,0,20000.0,0,0,0.0,Central
Kaski,Gandaki,Hill,FIRE,Western Region,DHAMPUS,11/27/74,Gorkhapatra 1974-11-30 Y74 N203,1,1,3,0,0,0,0,0,0,0,0,30000.0,0,0,0.0,Western
Morang,Kosi,Terai,FIRE,Eastern Region,Dadarbairiya,04/04/75,Gorkhapatra 1975-4-5 Y74 N330,1,0,0,0,32,0,0,0,0,0,0,300000.0,0,0,0.0,Eastern
Kaski,Gandaki,Hill,FIRE,Western Region,CHAPAKOT,11/27/74,Gorkhapatra 1974-11-30,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Western
Bara,Narayani,Terai,FIRE,Central Region,KALAIYA MUNICIPALITY,07/16/73,Gorkhapatra 1973-7-17Y-73N-73,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Siraha,Sagarmatha,Terai,EPIDEMIC,Eastern Region,Hanuman Nagar Pra. D,12/02/74,Gorkhapatra 1974-12-3 Y74 N206,1,69,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Tanahu,Gandaki,Hill,FIRE,Western Region,BHAGABATIPUR,04/08/75,Gorkhapatra 1975-4-9 Y74 N334,1,1,0,0,8,0,0,0,0,0,0,47000.0,0,0,0.0,Western
Saptari,Sagarmatha,Terai,EPIDEMIC,Eastern Region,,12/02/74,Gorkhapatra 1974-12-3 Y74 N206,1,14,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Morang,Kosi,Terai,FIRE,Eastern Region,Katari,04/03/75,Gorkhapatra 1975-4-9 Y74 N334,1,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Bhaktapur,Bagmati,Hill,FIRE,Central Region,DADHIKOT,12/05/74,Gorkhapatra 1974-12--8,1,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Central
Jumla,Karnali,Mountain,PLAGUE,Mid-Western Region,LAMRA,07/16/73,Gorkhapatra 1973-7-11Y-73N-73,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Baglung,Dhawalagiri,Hill,FIRE,Western Region,PAIYUNPATA,12/09/74,Gorkhapatra 1974-12-10 Y74 N213,1,0,0,0,3,0,0,0,0,0,0,20000.0,0,0,0.0,Western
Bhaktapur,Bagmati,Hill,FIRE,Central Region,SIRUTAR,07/17/73,Gorkhapatra 1973-7-19Y-73N-75,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,,04/08/75,Gorkhapatra 1975-4-9 Y74 N334,1,0,0,0,1,0,0,0,0,0,0,5000.0,0,0,0.0,Central
Jhapa,Mechi,Terai,FIRE,Eastern Region,SANISCHARE,12/14/74,Gorkhapatra 1974-12-15 Y74 N218,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Dang,Rapti,Terai,THUNDERSTORM,Mid-Western Region,BAGHMARE,07/20/73,Gorkhapatra 1973-7-22Y-73N-78,1,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,12/15/74,Gorkhapatra 1974-12-16 Y74 N219,1,0,0,0,0,2,0,0,0,0,0,50000.0,0,0,0.0,Central
Chitawan,Narayani,Terai,FIRE,Central Region,BIRENDRA NAGAR,04/09/75,Gorkhapatra 1975-4-10 Y74 N335,1,1,0,0,0,0,0,0,0,0,0,300.0,0,0,0.0,Central
Nuwakot,Bagmati,Hill,LANDSLIDE,Central Region,,07/21/73,Gorkhapatra 1973-7-23Y-73N-79,1,0,0,0,0,0,0,120,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,KATHMANDU METROPOLITAN CITY,07/23/73,Gorkhapatra 1973-7-23Y-73N-79,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bhaktapur,Bagmati,Hill,FIRE,Central Region,GUNDU,04/11/75,Gorkhapatra 1975-4-12 Y74 N337,1,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0.0,Central
Doti,Seti,Hill,LANDSLIDE,Far Western Region,,07/24/73,Gorkhapatra 1973-7-26Y-73N-82,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Parsa,Narayani,Terai,FIRE,Central Region,,04/12/75,Gorkhapatra 1975-4-12 Y74 N337,1,0,0,0,11,0,0,66,0,0,0,80000.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FLOOD,Central Region,KATHMANDU METROPOLITAN CITY,07/25/73,Gorkhapatra 1973-7-26Y-73N-82,1,0,0,0,0,5,0,0,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,LANDSLIDE,Central Region,BANEPA MUNICIPALITY,08/02/73,Gorkhapatra 1973-8-2Y-73N-89,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Jhapa,Mechi,Terai,FIRE,Eastern Region,ANARMANI,04/09/75,Gorkhapatra 1975-4-12 Y74 N337,1,0,0,0,2,0,0,0,0,0,0,12000.0,0,0,0.0,Eastern
Rautahat,Narayani,Terai,FLOOD,Central Region,BISHRAMPUR,08/01/73,Gorkhapatra 1973-8-4Y-73N-91,1,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dang,Rapti,Terai,LANDSLIDE,Mid-Western Region,,08/04/73,Gorkhapatra 1973-8-5Y-73N-92,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Kathmandu,Bagmati,Hill,LANDSLIDE,Central Region,KIRTIPUR MUNICIPALITY,08/04/73,Gorkhapatra 1973-8-5Y-73N-92,1,0,0,0,4,3,0,0,0,0,0,0.0,0,0,0.0,Central
Mahottari,Janakpur,Terai,FIRE,Central Region,Raghunathpur,05/13/75,Gorkhapatra 1975-5-13 Y74 N339,1,0,0,0,109,0,0,26670,0,0,0,0.0,0,0,0.0,Central
Bajura,Seti,Mountain,LANDSLIDE,Far Western Region,Bichchhaya,08/09/73,Gorkhapatra 1973-8-10Y-73N-97,1,2,1,0,12,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Bardiya,Bheri,Terai,FIRE,Mid-Western Region,GULARIYA,04/07/75,Gorkhapatra 1975-4-16 Y74 N340,1,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Makwanpur,Narayani,Hill,EPIDEMIC,Central Region,RAKSIRANG,04/15/75,Gorkhapatra 1975-4-17 Y74 N341,1,60,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Mahottari,Janakpur,Terai,FLOOD,Central Region,Jaleswar Municipalit,08/11/73,Gorkhapatra 1973-8-12Y-73N-99,1,0,0,0,70,25,0,0,0,0,0,0.0,0,0,813.0,Central
Lalitpur,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,Lalitpur Municipality,08/09/73,Gorkhapatra 1973-8-12Y-73N-99,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,,08/14/73,Gorkhapatra 1973-8-14Y-73N-100,1,3,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
