district,Zone,Geographical Region,Disaster,region,village,Date,Source,Data Cards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses USD,Losses Local,Education centers,Hospitals,Damages in crops Ha.,Region
Palpa,Lumbini,Hill,FIRE,Western Region,TANSEN  N.P.,05/03/72,Gorkhapatra 1972-5-4,1,0,0,0,2,0,0,0,0,0,0,64.0,0,0,0.0,Western
Kavre,Bagmati,Hill,FIRE,Central Region,,05/07/72,Gorkhapatra 1972-5-8,1,0,2,0,9,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,FIRE,Central Region,MANDAN DUNDARI,05/07/72,Gorkhapatra 1972-5-8,1,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dhanusa,Janakpur,Terai,FIRE,Central Region,Sinurjoda,05/09/72,Gorkhapatra 1972-5-10,1,1,0,0,150,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kapilbastu,Lumbini,Terai,FIRE,Western Region,TAULIHAWA N.P.,05/10/72,Gorkhapatra 1972-5-11,1,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0.0,Western
Morang,Kosi,Terai,FIRE,Eastern Region,Dulari,05/12/72,Gorkhapatra 1972-5-13,1,1,3,0,6,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,,05/11/72,Gorkhapatra 1972-5-13,1,0,0,0,0,0,0,29,0,0,0,0.0,0,0,0.0,Central
Lalitpur,Bagmati,Hill,FIRE,Central Region,Thecho,05/14/72,Gorkhapatra 1972-5-15,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Mahottari,Janakpur,Terai,FIRE,Central Region,Basbitti,05/21/72,Gorkhapatra 1972-5-22,1,0,0,0,50,0,0,0,0,0,0,0.0,0,0,0.0,Central
Tanahu,Gandaki,Hill,STORM,Western Region,VYAS_NP_(DAMAULI),05/19/72,Gorkhapatra 1972-5-23,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,Western
Gorkha,Gandaki,Hill,FIRE,Western Region,,05/25/72,Gorkhapatra 1972-5-26,1,0,0,0,38,0,0,300,0,0,0,0.0,0,0,0.0,Western
Chitawan,Narayani,Terai,HAIL STORM,Central Region,BHARATPUR N.P.,05/19/72,Gorkhapatra 1972-5-27,1,3,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Mahottari,Janakpur,Terai,STORM,Central Region,Jaleswar Municipalit,05/26/72,Gorkhapatra 1972-5-27,1,0,0,0,0,50,0,0,0,0,0,0.0,0,0,0.0,Central
Parsa,Narayani,Terai,FIRE,Central Region,Alau,05/29/72,Gorkhapatra 1972-5-30,1,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0.0,Central
Morang,Kosi,Terai,FIRE,Eastern Region,Keron,05/03/72,Gorkhapatra 1972-6-4,1,1,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,,05/02/72,Gorkhapatra 1972-6-5,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dailekh,Bheri,Hill,EPIDEMIC,Mid-Western Region,RANIBAN,05/06/72,Gorkhapatra 1972-6-7,1,15,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Mahottari,Janakpur,Terai,HEAT WAVE,Central Region,Jaleswar Municipalit,06/06/72,Gorkhapatra 1972-6-9,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bara,Narayani,Terai,FIRE,Central Region,CHHATA PIPARA,06/10/72,Gorkhapatra 1972-6-11,1,0,0,0,83,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,HAIL STORM,Western Region,,06/06/72,Gorkhapatra 1972-6-12,1,0,0,0,0,30,0,0,0,0,0,0.0,0,0,0.0,Western
Makwanpur,Narayani,Hill,FIRE,Central Region,CHITLANG,06/09/72,Gorkhapatra 1972-6-12,1,0,1,0,57,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,KATHMANDU METROPOLITAN CITY,06/14/72,Gorkhapatra 1972-6-16,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sindhupalchok,Bagmati,Mountain,FIRE,Central Region,Petku,06/18/72,Gorkhapatra 1972-6-19,1,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,06/19/72,Gorkhapatra 1972-6-20,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sindhupalchok,Bagmati,Mountain,LANDSLIDE,Central Region,Helambu,06/23/72,Gorkhapatra 1972-6-24,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dailekh,Bheri,Hill,EPIDEMIC,Mid-Western Region,SANTALLA,06/24/72,Gorkhapatra 1972-6-25,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Lamjung,Gandaki,Hill,FLOOD,Western Region,,06/19/72,Gorkhapatra 1972-6-28,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Tanahu,Gandaki,Hill,FLOOD,Western Region,,06/27/72,Gorkhapatra 1972-6-28,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Gulmi,Lumbini,Hill,LANDSLIDE,Western Region,DIBRUM,06/20/72,Gorkhapatra 1972-6-30,1,15,1,7,3,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,KATHMANDU METROPOLITAN CITY,06/29/72,Gorkhapatra 1972-6-30,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kapilbastu,Lumbini,Terai,FIRE,Western Region,BARAKULPUR,07/04/72,Gorkhapatra 1972-7-5,1,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,KATHMANDU METROPOLITAN CITY,07/04/72,Gorkhapatra 1972-7-6,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rasuwa,Bagmati,Mountain,LANDSLIDE,Central Region,Dhunche,07/06/72,Gorkhapatra 1972-7-11,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rasuwa,Bagmati,Mountain,LANDSLIDE,Central Region,Laharepauwa,07/06/72,Gorkhapatra 1972-7-11,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rasuwa,Bagmati,Mountain,LANDSLIDE,Central Region,Bhorle,07/06/72,Gorkhapatra 1972-7-11,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bhojpur,Kosi,Hill,LANDSLIDE,Eastern Region,GOGANE,07/24/72,Gorkhapatra 1972-7-15,1,6,8,0,0,0,0,0,0,0,0,100000.0,0,0,0.0,Eastern
Bajhang,Seti,Mountain,FLOOD,Far Western Region,,07/05/72,Gorkhapatra 1972-7-15,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,KATHMANDU METROPOLITAN CITY,07/18/72,Gorkhapatra 1972-7-20,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bhaktapur,Bagmati,Hill,RAINS,Central Region,JHAUKHEL,07/29/72,Gorkhapatra 1972-7-30,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bhaktapur,Bagmati,Hill,RAINS,Central Region,BHAKTAPUR NP,07/29/72,Gorkhapatra 1972-7-30,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bhaktapur,Bagmati,Hill,FLOOD,Central Region,SIPADOL,07/30/72,Gorkhapatra 1972-7-31,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bhaktapur,Bagmati,Hill,FLOOD,Central Region,BALKOT,07/30/72,Gorkhapatra 1972-7-31,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Nuwakot,Bagmati,Hill,FLOOD,Central Region,,07/30/72,Gorkhapatra 1972-7-31,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dhading,Bagmati,Hill,FLOOD,Central Region,SALANG,07/30/72,Gorkhapatra 1972-7-31,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dhading,Bagmati,Hill,FLOOD,Central Region,NAUBISE,07/30/72,Gorkhapatra 1972-7-31,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dhading,Bagmati,Hill,FLOOD,Central Region,,07/30/72,Gorkhapatra 1972-7-31,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FLOOD,Central Region,BISHUNU BUDHANILKANTHA,07/30/72,Gorkhapatra 1972-7-31,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,61.0,Central
Dhading,Bagmati,Hill,FLOOD,Central Region,KHATTE,07/30/72,Gorkhapatra 1972-7-31,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FLOOD,Central Region,KATHMANDU METROPOLITAN CITY,07/30/72,Gorkhapatra 1972-7-31,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FLOOD,Central Region,,07/30/72,Gorkhapatra 1972-7-31,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,51.0,Central
Dhanusa,Janakpur,Terai,EPIDEMIC,Central Region,Dhalkebar,07/30/72,Gorkhapatra 1972-8-1,1,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sunsari,Kosi,Terai,FLOOD,Eastern Region,Duhabi,08/01/72,Gorkhapatra 1972-8-2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Dailekh,Bheri,Hill,LANDSLIDE,Mid-Western Region,NOMULE,07/27/72,Gorkhapatra 1972-8-3,1,9,0,0,5,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Rukum,Rapti,Hill,LANDSLIDE,Mid-Western Region,,07/30/72,Gorkhapatra 1972-8-3,1,2,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Rukum,Rapti,Hill,LANDSLIDE,Mid-Western Region,,07/31/72,Gorkhapatra 1972-8-3,1,2,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Lalitpur,Bagmati,Hill,EPIDEMIC,Central Region,Lalitpur Municipality,08/03/72,Gorkhapatra 1972-8-4,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bhaktapur,Bagmati,Hill,EPIDEMIC,Central Region,BHAKTAPUR NP,08/03/72,Goprkhapatra 1972-8-4,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bhaktapur,Bagmati,Hill,EPIDEMIC,Central Region,MADHYAPUR THIMI,08/03/72,Gorkhapatra 1972-8-4,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FLOOD,Central Region,KIRTIPUR MUNICIPALITY,07/28/72,Gorkhapatra 1972-8-6,1,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,FLOOD,Central Region,BASANTAPATTI,08/01/72,Gorkhapatra 1972-8-8,1,0,0,0,0,0,0,250,0,250,0,0.0,0,0,0.0,Central
Syangja,Gandaki,Hill,LANDSLIDE,Western Region,BAGE PHADKE,08/01/72,Gorkhapatra 1972-8-8,1,22,67,0,13,0,0,0,0,0,0,260000.0,0,0,0.0,Western
Syangja,Gandaki,Hill,LANDSLIDE,Western Region,NIBUWADHARKA,08/07/72,Gorkhapatra 1972-8-8,1,2,0,0,11,0,0,0,0,0,0,49500.0,0,0,0.0,Western
Tanahu,Gandaki,Hill,FLOOD,Western Region,CHHANG,07/30/72,Gorkhapatra 1972-8-11,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kathmandu,Bagmati,Hill,RAINS,Central Region,MAHANKAL,08/02/72,Gorkhapatra 1972-8-28,1,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dhanusa,Janakpur,Terai,EPIDEMIC,Central Region,Devpura Rupaitha,08/11/72,Gorkhapatra 1972-8-12,1,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,EPIDEMIC,Central Region,MAHENDRA JYOTI,08/11/72,Gorkhapatra 1972-8-12,1,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rukum,Rapti,Hill,EPIDEMIC,Mid-Western Region,,08/11/72,Gotrkhapatra 1972-8-12,1,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sindhupalchok,Bagmati,Mountain,LANDSLIDE,Central Region,Melamchi,08/12/72,Gorkhapatra 1972-8-13,1,1,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,FLOOD,Western Region,,08/13/72,Gorlhapatra 1972-8-14,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6.0,Western
Kaski,Gandaki,Hill,FLOOD,Western Region,REEVAN,08/13/72,Gorkhapatra 1972-8-14,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6.0,Western
Kaski,Gandaki,Hill,FLOOD,Western Region,DHITAL,08/13/72,Gorkhapatra 1972-8-14,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6.0,Western
Kaski,Gandaki,Hill,FLOOD,Western Region,DHAMPUS,08/13/72,Gorkhapatra 1972-8-14,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6.0,Western
Kaski,Gandaki,Hill,PLAGUE,Western Region,POKHARA_SMP,08/15/72,Gorkhapatra 1972-8-16,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kaski,Gandaki,Hill,FLOOD,Western Region,POKHARA_SMP,08/15/72,Gorkhapatra 1972-8-16,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,61.0,Western
Kathmandu,Bagmati,Hill,PLAGUE,Central Region,KATHMANDU METROPOLITAN CITY,08/15/72,Gorkhapatra 1972-8-17,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kailali,Seti,Terai,EPIDEMIC,Far Western Region,DHANGADHI MUNICIPALITY,09/14/72,Gorkhapatra 1972-9-15,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kanchanpur,Mahakali,Terai,FLOOD,Far Western Region,MAHENDRA NAGAR N.P.,09/16/72,Gorkhapatra 1972-9-17,1,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Doti,Seti,Hill,LANDSLIDE,Far Western Region,BASUDEV,09/22/72,Gorkhapatra 1972-9-23,1,16,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kanchanpur,Mahakali,Terai,LANDSLIDE,Far Western Region,MAHENDRA NAGAR N.P.,09/22/72,Gorkhsapatra1972-9-23,1,8,0,0,122,0,0,0,0,0,0,0.0,0,0,200.0,Far-Western
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,09/25/72,Gorkhapatra 1972-9-26,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dhankuta,Kosi,Hill,PLAGUE,Eastern Region,DHANKUTA  MUNICIPALITY,10/03/72,Gorkhapatra 1972-10-4,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Dadeldhura,Mahakali,Hill,LANDSLIDE,Far Western Region,KOTELI,10/04/72,Gorkhapatra 1972-10-5,1,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kavre,Bagmati,Hill,LANDSLIDE,Central Region,THULOPARSEL,10/04/72,Gorkhapatra 1972-10-5,1,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Tanahu,Gandaki,Hill,LANDSLIDE,Western Region,CHISAPANI,10/05/72,Gorkhapatra 1972-10-7,1,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kaski,Gandaki,Hill,FLOOD,Western Region,,10/07/72,Gorkhapatra 1972-10-8,1,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0.0,Western
Jumla,Karnali,Mountain,EPIDEMIC,Mid-Western Region,,10/24/72,Gorkhapatra 1972-10-25,1,0,0,0,0,0,0,323,0,0,0,0.0,0,0,0.0,Mid-Western
Kavre,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,BANEPA MUNICIPALITY,10/24/72,Gorkhapatra 1972-10-26,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Jumla,Karnali,Mountain,SNOW STORM,Mid-Western Region,,10/30/72,Gorkhapatra 1972-10-31,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,11/14/72,Gorkhapatra 1972-11-16,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,01/08/74,Gorkhapatra 1974-1-9,1,0,0,0,0,0,0,0,0,0,0,300.0,1,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,01/14/74,Gorkhapatra 1974-1-14,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Jumla,Karnali,Mountain,FIRE,Mid-Western Region,SHANIGAUN,01/06/73,Gorkhapatra Y-72 No. 242,1,1,0,0,10,0,0,0,0,0,0,200000.0,0,0,0.0,Mid-Western
Lalitpur,Bagmati,Hill,LANDSLIDE,Central Region,Lalitpur Municipality,01/06/73,Gorkhapatra Y-72 No. 243,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,THUNDERSTORM,Central Region,DAHACHOK,01/09/73,Gorkhapatra Y-72 No. 245,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Banke,Bheri,Terai,HAIL STORM,Mid-Western Region,,01/08/73,Gorkhapatra Y-72 No. 245,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Dhanusa,Janakpur,Terai,HAIL STORM,Central Region,Hariharpur,01/22/73,Gorkhapatra Y-72 No. 257,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Morang,Kosi,Terai,FIRE,Eastern Region,Bahuni,01/18/73,Gorkhapatra 1973-1-19 Y-72 No. 264,1,4,0,0,1,0,0,0,0,0,0,2000.0,0,0,0.0,Eastern
Dolakha,Janakpur,Mountain,PLAGUE,Central Region,,02/01/73,Gorkhapatra 1973-2-3 Y-72 No. 269,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Salyan,Rapti,Hill,EPIDEMIC,Mid-Western Region,,02/06/73,Gorkhapatra 1973-2-7 Y-72 No. 273,1,0,0,0,0,0,0,5,0,0,0,0.0,0,0,0.0,Mid-Western
Jumla,Karnali,Mountain,SNOW STORM,Mid-Western Region,,02/16/73,Gorkhapatra 1973-2-17 Y-72 No. 283,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,KATHMANDU METROPOLITAN CITY,02/21/73,Gorkhapatra 1973-2-22 Y-72 No.288,1,0,0,0,0,0,0,40,0,0,0,0.0,0,0,0.0,Central
Bhaktapur,Bagmati,Hill,PLAGUE,Central Region,BHAKTAPUR NP,02/21/73,Gorkhapatra 1973-2-23 Y-72 No.289,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,FIRE,Central Region,BANEPA MUNICIPALITY,02/24/73,Gorkhapatra 1973-2-26 Y-72 No.292,1,0,0,0,3,0,0,0,0,0,0,20000.0,0,0,0.0,Central
Sarlahi,Janakpur,Terai,FIRE,Central Region,RANIGANJ,03/01/73,Gorkhapatra 1973-3-3 Y-72 No.297,1,0,0,0,3,0,0,0,0,0,0,15000.0,0,0,0.0,Central
Makwanpur,Narayani,Hill,EPIDEMIC,Central Region,HATIYA,03/04/73,Gorkhapatra 1973-3-5 Y-72 No.299,1,3,0,0,0,0,0,23,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,FIRE,Western Region,POKHARA_SMP,03/09/73,Gorkhapatra 1973-3-11 Y-72 No.305,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kanchanpur,Mahakali,Terai,PLAGUE,Far Western Region,MAHENDRA NAGAR N.P.,03/17/73,Gorkhapatra 1973-3-17 Y-72 No.311,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Parsa,Narayani,Terai,FIRE,Central Region,Birgunj Municipality,03/14/73,Gorkhapatra 1973-3-14 Y-72 No.311,1,0,0,0,2,0,0,0,0,0,0,7000.0,0,0,0.0,Central
Sindhupalchok,Bagmati,Mountain,PLAGUE,Central Region,Thokarpa,03/20/73,Gorkhapatra 1973-3-22 Y-72 No.316,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Morang,Kosi,Terai,FIRE,Eastern Region,Biratnagar Municipality,03/18/73,Gorkhapatra 1973-3-24 Y-72 No.318,1,0,0,0,3,0,0,0,0,0,0,20000.0,0,0,0.0,Eastern
Tanahu,Gandaki,Hill,FIRE,Western Region,VYAS_NP_(DAMAULI),03/24/73,Gorkhapatra 1973-3-24 Y-72 No.318,1,0,0,0,1,0,0,0,0,0,0,10000.0,0,0,0.0,Western
Morang,Kosi,Terai,FIRE,Eastern Region,Biratnagar Municipality,03/19/73,Gorkhapatra 1973-3-25 Y-72 No.319,1,0,0,0,2,0,0,0,0,0,0,35000.0,0,0,0.0,Eastern
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,KATHMANDU METROPOLITAN CITY,03/26/73,Gorkhapatra 1973-3-26 Y-72 No.320,1,0,0,0,0,0,0,20,0,0,0,0.0,0,0,0.0,Central
Jumla,Karnali,Mountain,FIRE,Mid-Western Region,,03/25/73,Gorkhapatra 1973-3-26 Y-72 No.320,1,0,0,0,0,0,0,0,0,0,0,17000.0,0,0,0.0,Mid-Western
Jhapa,Mechi,Terai,FIRE,Eastern Region,BHADRAPUR MUN.,03/25/73,Gorkhapatra 1973-3-27 Y-72 No.321,1,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Jumla,Karnali,Mountain,EPIDEMIC,Mid-Western Region,KUDARI,03/24/73,Gorkhapatra 1973-3-27 Y-72 No.321,1,30,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sarlahi,Janakpur,Terai,FIRE,Central Region,KABILASI,03/27/73,Gorkhapatra 1973-3-28 Y-72 No.322,1,0,0,0,45,0,0,0,0,0,0,300000.0,0,0,0.0,Central
Makwanpur,Narayani,Hill,COLD WAVE,Central Region,SISNERI,01/17/74,Gorkhapatra 1974-1-19,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kanchanpur,Mahakali,Terai,FLOOD,Far Western Region,MAHENDRA NAGAR N.P.,01/23/74,Gorkhapatra 1974-1-25,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Morang,Kosi,Terai,FIRE,Eastern Region,Biratnagar Municipality,01/26/74,Gorkhapatra 1974-1-29,1,1,0,0,0,0,0,0,0,0,0,100000.0,0,0,0.0,Eastern
Lalitpur,Bagmati,Hill,PLAGUE,Central Region,Lalitpur Municipality,01/29/74,Gorkhapatra 1974-1-29,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,KABHARESTHALI,02/06/74,Gorkhapatra 1974-2-7,1,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,FIRE,Western Region,LACHOK,02/04/74,Gorkhapatra 1974-2-10,1,0,0,0,22,0,0,0,0,0,0,200000.0,0,0,0.0,Western
Jhapa,Mechi,Terai,FIRE,Eastern Region,MAHESHPUR,02/09/74,Gorkhapatra 1974-2-9,1,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,CHARPANI,02/01/74,Gorkhapatra 1974-2-11,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Kanchanpur,Mahakali,Terai,EPIDEMIC,Far Western Region,JHALARI,02/16/74,Gorkhapatra 1974-2-19,1,0,19,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kathmandu,Bagmati,Hill,FIRE,Central Region,KIRTIPUR MUNICIPALITY,02/18/74,Gorkhapatra 1974-2-20,1,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Central
Syangja,Gandaki,Hill,FIRE,Western Region,SETI DOBHAN,01/04/74,Gorkhapatra 1974-2-22,1,0,0,0,18,0,0,108,0,0,0,100000.0,0,0,0.0,Western
Chitawan,Narayani,Terai,FIRE,Central Region,BHARATPUR N.P.,02/22/74,Gorkhapatra 1974-2-24,1,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sarlahi,Janakpur,Terai,FIRE,Central Region,MURTIYA,02/25/74,Gorkhapatra 1974-2-27,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Jhapa,Mechi,Terai,EPIDEMIC,Eastern Region,SHARANMATI,02/27/74,Gorkhapatra 1974-2-28,1,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,EPIDEMIC,Eastern Region,HALDIBARI,03/06/74,Gorkhapatra 1974-3-8,1,4,19,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Morang,Kosi,Terai,FIRE,Eastern Region,Biratnagar Municipality,03/08/74,Gorkhapatra 1974-3-9,1,0,0,0,2,0,0,0,0,0,0,1500.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,TOPGANCHHI,03/12/74,Gorkhapatra 1974-3-13,1,1,0,0,5,0,0,0,0,0,0,28000.0,0,0,0.0,Eastern
Surkhet,Bheri,Hill,FIRE,Mid-Western Region,LATIKOILI,03/08/74,Gorkhapatra 1974-3-14,1,0,0,0,4,0,0,0,0,0,0,30000.0,0,0,0.0,Mid-Western
Doti,Seti,Hill,EPIDEMIC,Far Western Region,DAHAKALIKASTHAN,03/13/74,Gorkhapatra 1974-3-14,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,03/13/74,Gorkhapatra 1974-3-13,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,03/13/74,Gorkhapatra 1974-3-14,1,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kailali,Seti,Terai,EPIDEMIC,Far Western Region,BHAJANI,03/15/74,Gorkhapatra 1974-3-16,1,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
